ID,Funcionario_ID,Data_Pesquisa,NPS_Lideranca,Resultado_Pesquisa_Clima,Alertas_Comportamentais
1717,2385,2023-06-01,8,8.32,
1718,1689,2023-06-01,2,5.63,
1719,3000,2023-06-01,6,6.52,
1720,1684,2023-06-01,0,7.38,
1721,1634,2023-06-01,0,7.58,
1722,1786,2023-06-01,0,5.94,
1723,2146,2023-06-01,0,6.48,
1724,2296,2023-06-01,6,7.03,
1725,1072,2023-06-01,7,7.43,
1726,2248,2023-06-01,0,5.91,
1727,339,2023-06-01,6,6.47,
1728,2689,2023-06-01,3,7.02,
1729,447,2023-06-01,5,5.05,
1730,341,2023-06-01,9,6.22,
1731,152,2023-06-01,4,7.35,Baixa participação em reuniões
1732,1184,2023-06-01,6,6.75,Falta de comunicação
1733,1600,2023-06-01,10,8.88,
1734,1949,2023-06-01,7,5.13,
1735,1338,2023-06-01,1,7.53,
1736,986,2023-06-01,4,7.73,
1737,1312,2023-06-01,9,9.37,
1738,901,2023-06-01,0,5.26,
1739,334,2023-06-01,0,6.66,
1740,1836,2023-06-01,2,7.32,
1741,2968,2023-06-01,3,5.53,
1742,1822,2023-06-01,9,5.57,
1743,640,2023-06-01,10,5.35,
1744,1534,2023-06-01,0,7.33,Isolamento da equipe
1745,2423,2023-06-01,9,7.07,
1746,379,2023-06-01,8,6.27,
1747,1832,2023-06-01,7,9.14,Baixa participação em reuniões
1748,2082,2023-06-01,0,6.08,Desmotivação observada
1749,1696,2023-06-01,9,5.5,
1750,2157,2023-06-01,6,7.33,
1751,2185,2023-06-01,0,8.82,
1752,1885,2023-06-01,10,7.78,
1753,59,2023-06-01,5,7.64,
1754,1900,2023-06-01,10,6.69,
1755,838,2023-06-01,6,6.25,
1756,802,2023-06-01,3,5.25,
1757,2083,2023-06-01,3,6.4,
1758,1809,2023-06-01,7,7.79,
1759,1199,2023-06-01,4,8.31,
1760,2312,2023-06-01,4,6.74,
1761,555,2023-06-01,7,6.74,
1762,2663,2023-06-01,1,8.03,
1763,430,2023-06-01,8,7.93,
1764,2473,2023-06-01,5,8.24,
1765,2464,2023-06-01,7,5.71,
1766,2732,2023-06-01,6,6.72,
1767,1143,2023-06-01,3,7.75,
1768,245,2023-06-01,9,7.87,Conflitos interpessoais
1769,1188,2023-06-01,5,7.01,
1770,1301,2023-06-01,5,9.49,Falta de comunicação
1771,253,2023-06-01,1,9.39,
1772,1297,2023-06-01,0,9.12,
1773,597,2023-06-01,0,5.66,
1774,128,2023-06-01,5,8.48,
1775,273,2023-06-01,8,7.99,
1776,225,2023-06-01,5,7.15,
1777,2945,2023-06-01,9,7.54,
1778,467,2023-06-01,8,5.83,
1779,527,2023-06-01,5,9.24,
1780,466,2023-06-01,0,7.86,
1781,1474,2023-06-01,3,9.07,
1782,408,2023-06-01,3,7.65,
1783,1296,2023-06-01,8,8.9,
1784,2482,2023-06-01,7,8.61,
1785,2608,2023-06-01,2,8.39,
1786,216,2023-06-01,8,8.32,
1787,1718,2023-06-01,10,6.74,
1788,787,2023-06-01,10,9.04,
1789,2896,2023-06-01,10,7.55,
1790,68,2023-06-01,8,7.36,
1791,1451,2023-06-01,6,6.2,
1792,842,2023-06-01,9,6.03,
1793,1370,2023-06-01,9,8.41,
1794,1616,2023-06-01,7,6.13,
1795,2884,2023-06-01,8,6.27,
1796,254,2023-06-01,1,5.24,
1797,2759,2023-06-01,8,7.37,
1798,1092,2023-06-01,4,6.95,
1799,2816,2023-06-01,0,9.4,Conflitos interpessoais
1800,778,2023-06-01,5,9.32,
1801,557,2023-06-01,4,5.15,
1802,2445,2023-06-01,1,5.01,Isolamento da equipe
1803,1353,2023-06-01,2,7.7,
1804,1703,2023-06-01,8,8.42,
1805,1254,2023-06-01,8,7.64,
1806,1719,2023-06-01,6,8.72,
1807,571,2023-06-01,0,8.81,Desmotivação observada
1808,2363,2023-06-01,10,9.11,Isolamento da equipe
1809,125,2023-06-01,2,8.38,
1810,1114,2023-06-01,1,6.66,
1811,2187,2023-06-01,3,7.59,
1812,541,2023-06-01,5,6.2,Falta de comunicação
1813,2309,2023-06-01,7,9.42,
1814,2739,2023-06-01,5,8.15,
1815,2583,2023-06-01,7,7.74,
1816,1646,2023-06-01,8,9.39,
1817,2275,2023-06-01,0,7.33,
1818,2121,2023-06-01,3,5.44,Desmotivação observada
1819,520,2023-06-01,6,8.2,
1820,1540,2023-06-01,3,6.88,
1821,2351,2023-06-01,10,8.86,Conflitos interpessoais
1822,1533,2023-06-01,7,6.66,
1823,1416,2023-06-01,9,9.2,
1824,1424,2023-06-01,1,9.18,
1825,1746,2023-06-01,6,6.4,
1826,499,2023-06-01,6,7.85,
1827,2105,2023-06-01,4,6.88,
1828,911,2023-06-01,9,7.34,
1829,1043,2023-06-01,2,7.76,Isolamento da equipe
1830,1005,2023-06-01,6,7.63,
1831,2897,2023-06-01,8,5.87,
1832,646,2023-06-01,9,9.08,
1833,368,2023-06-01,8,6.89,
1834,56,2023-06-01,5,6.87,
1835,2015,2023-06-01,2,9.07,
1836,7,2023-06-01,0,8.68,
1837,411,2023-06-01,4,5.35,
1838,575,2023-06-01,4,8.76,
1839,162,2023-06-01,9,6.88,
1840,2659,2023-06-01,3,6.96,
1841,284,2023-06-01,7,9.4,
1842,2607,2023-06-01,1,5.16,
1843,301,2023-06-01,10,8.14,
1844,287,2023-06-01,10,8.91,Conflitos interpessoais
1845,126,2023-06-01,7,8.64,
1846,2199,2023-06-01,1,5.86,
1847,1774,2023-06-01,7,8.0,
1848,2038,2023-06-01,8,8.45,
1849,275,2023-06-01,7,6.5,
1850,483,2023-06-01,4,8.78,
1851,1711,2023-06-01,3,6.19,
1852,2849,2023-06-01,6,5.07,
1853,2276,2023-06-01,1,9.18,
1854,363,2023-06-01,10,9.12,
1855,2692,2023-06-01,5,5.39,Conflitos interpessoais
1856,1601,2023-06-01,2,7.17,
1857,758,2023-06-01,2,8.75,
1858,2628,2023-06-01,2,6.92,
1859,2220,2023-06-01,1,7.95,
1860,2619,2023-06-01,6,6.32,
1861,1348,2023-06-01,1,7.54,
1862,2480,2023-06-01,3,7.45,
1863,2249,2023-06-01,4,7.29,
1864,325,2023-06-01,2,6.65,
1865,2168,2023-06-01,5,6.68,
1866,1870,2023-06-01,2,5.75,
1867,2609,2023-06-01,5,8.42,
1868,1340,2023-06-01,10,5.3,
1869,1435,2023-06-01,7,5.61,
1870,1466,2023-06-01,10,6.91,Falta de comunicação
1871,736,2023-06-01,8,8.82,
1872,1318,2023-06-01,4,6.39,Isolamento da equipe
1873,469,2023-06-01,9,5.62,
1874,1286,2023-06-01,10,9.41,
1875,703,2023-06-01,3,5.32,Conflitos interpessoais
1876,1865,2023-06-01,8,8.73,Isolamento da equipe
1877,1458,2023-06-01,4,6.23,
1878,2313,2023-06-01,4,6.95,
1879,436,2023-06-01,2,5.02,
1880,2476,2023-06-01,10,9.22,
1881,2857,2023-06-01,6,7.14,
1882,1829,2023-06-01,3,8.09,
1883,2053,2023-06-01,3,5.59,
1884,2214,2023-06-01,3,6.97,
1885,2797,2023-06-01,3,6.8,Desmotivação observada
1886,605,2023-06-01,7,7.61,
1887,1854,2023-06-01,3,5.73,Falta de comunicação
1888,1037,2023-06-01,9,7.72,
1889,10,2023-06-01,6,5.16,
1890,560,2023-06-01,10,7.59,
1891,1787,2023-06-01,2,8.88,
1892,1906,2023-06-01,2,5.15,
1893,500,2023-06-01,5,9.09,
1894,1496,2023-06-01,7,5.16,Desmotivação observada
1895,1928,2023-06-01,8,6.7,
1896,2492,2023-06-01,6,5.59,
1897,2345,2023-06-01,10,5.44,
1898,1110,2023-06-01,1,6.55,
1899,1995,2023-06-01,1,6.47,Conflitos interpessoais
1900,1837,2023-06-01,7,5.89,
1901,1213,2023-06-01,3,7.33,
1902,2044,2023-06-01,1,7.95,
1903,2150,2023-06-01,5,5.18,Conflitos interpessoais
1904,231,2023-06-01,3,9.16,
1905,1917,2023-06-01,10,5.46,
1906,994,2023-06-01,1,5.47,
1907,744,2023-06-01,8,8.24,
1908,1129,2023-06-01,8,6.63,
1909,1508,2023-06-01,5,9.14,
1910,719,2023-06-01,7,7.71,
1911,677,2023-06-01,1,6.89,
1912,1506,2023-06-01,2,6.31,
1913,1975,2023-06-01,1,5.14,
1914,2327,2023-06-01,1,7.1,
1915,2746,2023-06-01,4,5.89,
1916,1271,2023-06-01,8,7.12,Isolamento da equipe
1917,1493,2023-06-01,3,6.84,
1918,1336,2023-06-01,8,7.7,
1919,1868,2023-06-01,9,9.01,Desmotivação observada
1920,76,2023-06-01,2,5.44,
1921,2202,2023-06-01,9,6.93,Desmotivação observada
1922,2512,2023-06-01,7,5.9,
1923,507,2023-06-01,10,8.85,Baixa participação em reuniões
1924,2175,2023-06-01,9,5.14,
1925,1090,2023-06-01,3,7.41,
1926,158,2023-06-01,8,5.04,
1927,1175,2023-06-01,4,5.41,
1928,577,2023-12-01,5,9.03,
1929,2100,2023-12-01,8,6.39,
1930,1880,2023-12-01,6,8.35,
1931,1640,2023-12-01,8,7.54,
1932,771,2023-12-01,3,5.91,
1933,1554,2023-12-01,2,6.33,
1934,678,2023-12-01,10,5.91,
1935,145,2023-12-01,0,5.57,
1936,1069,2023-12-01,1,7.07,
1937,2512,2023-12-01,8,6.6,
1938,1739,2023-12-01,4,8.75,
1939,310,2023-12-01,9,5.19,
1940,2706,2023-12-01,3,5.75,
1941,325,2023-12-01,6,5.38,
1942,1241,2023-12-01,1,8.46,
1943,2739,2023-12-01,8,7.25,
1944,873,2023-12-01,4,7.85,
1945,342,2023-12-01,6,7.54,
1946,2823,2023-12-01,9,6.61,Isolamento da equipe
1947,703,2023-12-01,10,9.33,
1948,840,2023-12-01,3,6.8,
1949,710,2023-12-01,5,5.81,
1950,231,2023-12-01,4,8.5,
1951,1929,2023-12-01,7,6.35,
1952,2887,2023-12-01,9,7.93,
1953,1426,2023-12-01,10,8.96,
1954,1086,2023-12-01,2,5.46,
1955,1723,2023-12-01,10,9.34,
1956,1891,2023-12-01,1,6.69,
1957,46,2023-12-01,0,6.24,
1958,1278,2023-12-01,0,5.2,
1959,1931,2023-12-01,4,5.82,
1960,609,2023-12-01,6,6.01,
1961,60,2023-12-01,3,7.26,
1962,2467,2023-12-01,7,5.16,
1963,912,2023-12-01,8,6.8,
1964,532,2023-12-01,9,9.32,
1965,239,2023-12-01,7,6.72,
1966,2826,2023-12-01,2,8.67,
1967,456,2023-12-01,10,5.12,
1968,842,2023-12-01,5,9.14,
1969,2439,2023-12-01,5,5.27,
1970,1220,2023-12-01,2,7.69,
1971,1424,2023-12-01,7,6.06,
1972,363,2023-12-01,2,8.34,
1973,88,2023-12-01,5,6.86,Desmotivação observada
1974,1798,2023-12-01,6,5.52,
1975,1936,2023-12-01,2,9.03,
1976,1173,2023-12-01,9,9.5,
1977,717,2023-12-01,8,6.7,
1978,2011,2023-12-01,8,5.41,
1979,735,2023-12-01,5,8.64,
1980,1332,2023-12-01,0,5.62,
1981,466,2023-12-01,0,6.76,
1982,1113,2023-12-01,8,7.0,
1983,2572,2023-12-01,2,7.95,
1984,495,2023-12-01,5,7.82,
1985,1718,2023-12-01,4,7.41,
1986,264,2023-12-01,9,6.25,
1987,1167,2023-12-01,3,7.68,
1988,2875,2023-12-01,2,5.22,
1989,344,2023-12-01,2,5.57,
1990,706,2023-12-01,2,5.21,
1991,1095,2023-12-01,3,5.72,
1992,1346,2023-12-01,1,8.74,
1993,494,2023-12-01,7,9.43,
1994,2622,2023-12-01,8,6.86,
1995,2400,2023-12-01,9,6.72,Baixa participação em reuniões
1996,557,2023-12-01,5,8.36,
1997,2424,2023-12-01,7,9.46,
1998,2648,2023-12-01,9,8.43,
1999,560,2023-12-01,4,6.87,
2000,1182,2023-12-01,10,9.37,
2001,2789,2023-12-01,1,8.12,
2002,1559,2023-12-01,10,5.4,
2003,1299,2023-12-01,0,6.59,
2004,202,2023-12-01,7,8.02,
2005,863,2023-12-01,5,8.21,
2006,2146,2023-12-01,3,7.15,
2007,893,2023-12-01,7,7.91,
2008,575,2023-12-01,3,9.33,
2009,734,2023-12-01,6,9.29,
2010,2732,2023-12-01,5,7.18,
2011,1505,2023-12-01,9,5.5,
2012,2965,2023-12-01,10,7.65,
2013,880,2023-12-01,5,6.26,
2014,2150,2023-12-01,9,6.19,
2015,1678,2023-12-01,4,5.63,
2016,2334,2023-12-01,5,5.5,Isolamento da equipe
2017,2102,2023-12-01,10,7.56,
2018,592,2023-12-01,4,5.32,
2019,1051,2023-12-01,2,7.19,
2020,158,2023-12-01,3,6.05,
2021,1286,2023-12-01,10,9.48,
2022,2153,2023-12-01,3,7.38,
2023,698,2023-12-01,1,5.47,
2024,1175,2023-12-01,2,7.84,
2025,244,2023-12-01,3,5.09,
2026,126,2023-12-01,1,6.02,
2027,809,2023-12-01,5,8.52,
2028,2423,2023-12-01,5,6.36,
2029,841,2023-12-01,4,7.15,
2030,2937,2023-12-01,8,5.45,
2031,1804,2023-12-01,3,6.37,
2032,1322,2023-12-01,2,5.92,
2033,24,2023-12-01,9,8.28,
2034,1992,2023-12-01,9,8.32,
2035,2637,2023-12-01,10,8.97,
2036,382,2023-12-01,4,5.66,
2037,2811,2023-12-01,0,8.27,
2038,1224,2023-12-01,2,8.55,
2039,1461,2023-12-01,4,5.12,
2040,646,2023-12-01,7,9.14,Isolamento da equipe
2041,2320,2023-12-01,10,6.58,
2042,2803,2023-12-01,6,5.27,
2043,2385,2023-12-01,1,8.16,
2044,2853,2023-12-01,3,9.4,
2045,2042,2023-12-01,6,8.0,
2046,2745,2023-12-01,2,8.73,Isolamento da equipe
2047,1805,2023-12-01,9,7.2,
2048,1960,2023-12-01,10,7.06,
2049,1153,2023-12-01,5,7.1,
2050,2693,2023-12-01,1,6.99,Conflitos interpessoais
2051,1406,2023-12-01,1,7.9,
2052,1812,2023-12-01,3,8.72,
2053,2395,2023-12-01,10,8.32,Isolamento da equipe
2054,2969,2023-12-01,7,7.38,
2055,339,2023-12-01,5,8.4,
2056,1901,2023-12-01,1,6.44,
2057,2149,2023-12-01,2,5.63,
2058,1634,2023-12-01,8,8.8,
2059,2700,2023-12-01,10,8.25,
2060,2156,2023-12-01,1,6.11,
2061,1191,2023-12-01,9,8.65,
2062,812,2023-12-01,1,7.39,
2063,230,2023-12-01,3,7.83,
2064,2437,2023-12-01,0,6.79,
2065,848,2023-12-01,3,6.59,Baixa participação em reuniões
2066,289,2023-12-01,9,8.22,
2067,2505,2023-12-01,7,5.36,
2068,1195,2023-12-01,1,7.49,
2069,508,2023-12-01,10,8.36,
2070,2271,2023-12-01,3,6.55,
2071,1466,2023-12-01,7,7.82,
2072,530,2023-12-01,3,9.27,
2073,638,2023-12-01,9,5.16,
2074,124,2023-12-01,9,8.16,
2075,2607,2023-12-01,8,8.46,
2076,1063,2023-12-01,3,5.94,
2077,241,2023-12-01,0,6.7,
2078,1533,2023-12-01,8,6.05,
2079,119,2023-12-01,7,5.0,Isolamento da equipe
2080,1114,2023-12-01,0,8.93,
2081,1225,2023-12-01,7,5.52,
2082,712,2023-12-01,8,8.52,
2083,1951,2023-12-01,10,8.16,Falta de comunicação
2084,2924,2023-12-01,7,7.63,
2085,1740,2023-12-01,8,5.62,
2086,1518,2023-12-01,8,6.76,
2087,2316,2023-12-01,9,7.68,
2088,2345,2023-12-01,4,8.47,Desmotivação observada
2089,2782,2023-12-01,7,5.93,
2090,2260,2023-12-01,1,5.02,
2091,700,2023-12-01,7,8.56,
2092,2900,2023-12-01,8,7.88,
2093,1012,2023-12-01,4,8.03,
2094,611,2023-12-01,6,6.61,
2095,2151,2023-12-01,5,8.07,
2096,1568,2023-12-01,3,6.96,
2097,1503,2023-12-01,3,6.29,
2098,133,2023-12-01,1,7.36,
2099,2381,2023-12-01,2,7.71,
2100,1257,2023-12-01,4,6.69,
2101,2170,2023-12-01,3,7.44,
2102,1660,2023-12-01,6,5.39,
2103,2818,2023-12-01,2,9.23,
2104,589,2023-12-01,2,5.9,
2105,1700,2023-12-01,7,5.31,
2106,2688,2023-12-01,4,9.36,
2107,1470,2023-12-01,3,6.57,
2108,153,2023-12-01,9,8.88,
2109,1431,2023-12-01,3,8.07,
2110,1601,2023-12-01,2,9.07,Desmotivação observada
2111,182,2023-12-01,6,8.78,Desmotivação observada
2112,2672,2023-12-01,2,6.15,
2113,1841,2023-12-01,2,8.77,
2114,2444,2023-12-01,7,7.02,
2115,1694,2023-12-01,7,7.59,
2116,2214,2023-12-01,1,5.47,
2117,1742,2023-12-01,8,5.46,Isolamento da equipe
2118,143,2023-12-01,4,5.1,
2119,2123,2023-12-01,3,9.43,
2120,20,2023-12-01,10,6.37,
2121,1373,2023-12-01,1,9.37,
2122,2185,2023-12-01,0,5.5,
2123,2524,2023-12-01,3,9.34,
2124,1774,2023-12-01,7,8.83,
2125,1815,2023-12-01,8,9.4,
2126,2947,2023-12-01,8,5.27,
2127,1772,2023-12-01,6,7.4,
2128,2086,2023-12-01,1,7.25,
2129,1083,2023-12-01,6,7.81,
2130,1597,2023-12-01,10,7.99,Isolamento da equipe
2131,1750,2023-12-01,8,5.54,
2132,2827,2023-12-01,4,5.35,
2133,513,2023-12-01,6,5.21,
2134,1651,2023-12-01,4,5.44,
2135,2551,2023-12-01,9,9.04,Conflitos interpessoais
2136,722,2023-12-01,7,7.59,
2137,1776,2023-12-01,3,7.08,
2138,555,2023-12-01,4,6.72,
2139,1675,2023-12-01,9,8.88,
2140,496,2023-12-01,6,8.49,Desmotivação observada
2141,2464,2023-12-01,0,9.3,Desmotivação observada
2142,535,2023-12-01,4,9.46,
2143,1459,2023-12-01,3,7.38,
2144,572,2023-12-01,8,5.92,
2145,2871,2023-12-01,0,7.32,
2146,808,2023-12-01,6,5.03,
2147,1838,2023-12-01,3,5.44,
2148,946,2023-12-01,9,5.56,
2149,1594,2023-12-01,6,7.63,
2150,2486,2023-12-01,9,7.6,
2151,2845,2023-12-01,5,9.34,
2152,846,2023-12-01,1,9.11,Baixa participação em reuniões
2153,2183,2023-12-01,10,7.99,
2154,107,2023-12-01,1,8.83,
2155,1352,2023-12-01,6,8.98,
2156,2989,2023-12-01,1,8.42,
2157,1398,2023-12-01,4,6.17,Baixa participação em reuniões
2158,2067,2023-12-01,3,7.72,
2159,2979,2023-12-01,8,5.96,
2160,237,2023-12-01,10,9.2,
2161,957,2023-12-01,5,7.72,Falta de comunicação
2162,1386,2023-12-01,7,6.32,
2163,8,2023-12-01,7,5.0,
2164,1209,2023-12-01,1,6.35,
2165,2941,2023-12-01,9,7.62,
2166,1637,2023-12-01,3,9.28,
2167,1110,2023-12-01,7,7.41,
2168,2038,2023-12-01,5,8.6,
2169,1748,2023-12-01,1,5.04,Conflitos interpessoais
2170,2283,2023-12-01,3,5.87,
2171,622,2023-12-01,2,6.1,
2172,1889,2023-12-01,1,8.27,
2173,1922,2023-12-01,4,5.09,
2174,719,2023-12-01,10,7.92,
2175,59,2023-12-01,3,6.08,
2176,938,2023-12-01,0,5.2,
2177,1636,2023-12-01,1,5.7,
2178,2039,2023-12-01,8,7.13,Falta de comunicação
2179,1090,2023-12-01,7,6.6,
2180,1405,2023-12-01,4,6.77,Falta de comunicação
2181,479,2023-12-01,8,6.05,
2182,2331,2023-12-01,8,8.72,Isolamento da equipe
2183,1033,2023-12-01,10,6.73,
2184,77,2023-12-01,6,5.71,
2185,1790,2023-12-01,3,5.76,
2186,326,2023-12-01,1,5.68,
2187,1525,2023-12-01,4,8.0,
2188,1998,2023-12-01,5,9.02,
2189,2111,2023-12-01,9,9.42,
2190,1499,2023-12-01,5,5.12,Desmotivação observada
2191,222,2023-12-01,3,8.69,
2192,1692,2023-12-01,3,8.72,
2193,1827,2023-12-01,9,6.09,
2194,2299,2023-12-01,8,6.43,
2195,1861,2023-12-01,8,5.83,
2196,1836,2023-12-01,3,5.33,
2197,825,2023-12-01,0,5.56,
2198,301,2023-12-01,4,8.2,Conflitos interpessoais
2199,1247,2023-12-01,2,6.21,
2200,751,2023-12-01,5,5.53,
2201,1048,2023-12-01,9,7.42,
2202,395,2023-12-01,10,7.67,
2203,141,2023-12-01,3,5.11,
2204,19,2023-12-01,3,5.62,
2205,2209,2023-12-01,8,5.1,
2206,460,2023-12-01,2,6.58,
2207,1943,2023-12-01,5,5.66,
2208,1427,2023-12-01,10,7.72,
2209,2801,2023-12-01,0,5.0,
2210,2694,2023-12-01,10,5.73,Falta de comunicação
2211,2189,2023-12-01,7,6.8,
2212,2795,2023-12-01,8,9.41,
2213,2864,2023-12-01,10,6.35,
2214,1419,2023-12-01,0,8.52,
2215,1696,2023-12-01,7,9.09,
2216,500,2023-12-01,9,8.5,Falta de comunicação
2217,354,2023-12-01,5,8.49,
2218,2198,2023-12-01,5,6.31,
2219,307,2023-12-01,7,6.7,
2220,2142,2023-12-01,10,8.37,
2221,2626,2023-12-01,7,6.79,
2222,1851,2023-12-01,10,7.45,
2223,741,2023-12-01,1,6.85,
2224,2799,2023-12-01,2,7.28,
2225,1590,2023-12-01,4,8.58,
2226,2384,2023-12-01,0,5.27,
2227,1485,2023-12-01,3,9.2,
2228,1944,2023-12-01,8,8.15,
2229,828,2023-12-01,6,8.66,
2230,2016,2023-12-01,6,7.88,Conflitos interpessoais
2231,2138,2023-12-01,4,6.6,
2232,2279,2023-12-01,6,5.83,
2233,205,2023-12-01,8,8.96,
2234,1089,2023-12-01,6,7.91,
2235,1817,2023-12-01,9,5.51,
2236,2771,2023-12-01,8,7.65,
2237,408,2023-12-01,6,6.44,
2238,1711,2023-12-01,5,6.57,
2239,949,2023-12-01,4,5.19,
2240,851,2023-12-01,8,9.42,
2241,2163,2023-12-01,6,6.64,
2242,2196,2023-12-01,0,5.17,
2243,1198,2023-12-01,9,7.6,
2244,2418,2023-12-01,5,5.57,
2245,1581,2023-12-01,5,6.15,
2246,1520,2023-12-01,0,6.23,
2247,640,2023-12-01,1,5.68,
2248,714,2023-12-01,4,6.52,
2249,1868,2023-12-01,1,7.22,Isolamento da equipe
2250,170,2023-12-01,1,7.36,
2251,1847,2023-12-01,3,6.78,Isolamento da equipe
2252,1511,2023-12-01,10,9.32,
2253,1751,2023-12-01,4,5.21,
2254,791,2023-12-01,0,9.08,
2255,736,2023-12-01,8,6.89,
2256,1297,2023-12-01,7,6.46,
2257,2383,2023-12-01,7,6.1,
2258,2116,2023-12-01,5,6.2,
2259,285,2023-12-01,7,9.33,Isolamento da equipe
2260,353,2023-12-01,1,6.0,
2261,994,2023-12-01,9,9.3,
2262,1746,2023-12-01,2,7.75,
2263,2267,2023-12-01,9,8.74,
2264,4,2023-12-01,3,6.43,
2265,1584,2023-12-01,9,7.47,
2266,2620,2023-12-01,9,9.09,
2267,1763,2023-12-01,10,6.63,
2268,2033,2023-12-01,3,7.54,
2269,1811,2023-12-01,8,8.73,
2270,2066,2023-12-01,4,6.34,
2271,1457,2023-12-01,8,8.44,
2272,1200,2023-12-01,6,8.63,
2273,2293,2023-12-01,10,6.09,
2274,34,2023-12-01,0,8.87,
2275,1890,2023-12-01,8,5.48,
2276,242,2023-12-01,10,8.4,
2277,1786,2023-12-01,9,8.0,
2278,1689,2023-12-01,7,8.03,
2279,1722,2023-12-01,9,5.26,
2280,1147,2023-12-01,9,7.73,
2281,193,2023-12-01,9,6.29,Baixa participação em reuniões
2282,2531,2023-12-01,5,6.42,
2283,726,2023-12-01,9,5.41,
2284,1337,2023-12-01,0,7.71,
2285,2177,2023-12-01,3,8.08,
2286,1250,2023-12-01,9,6.51,
2287,2171,2023-12-01,5,7.89,Isolamento da equipe
2288,2541,2023-12-01,2,6.61,
2289,2127,2023-12-01,8,7.98,
2290,2839,2023-12-01,8,8.31,
2291,1162,2023-12-01,3,8.64,
2292,2351,2023-12-01,2,5.08,
2293,483,2023-12-01,5,7.83,
2294,236,2023-12-01,9,8.47,
2295,48,2023-12-01,10,9.46,
2296,311,2023-12-01,4,9.02,
2297,1359,2023-12-01,2,7.3,
2298,282,2023-12-01,8,7.06,
2299,2519,2023-12-01,10,5.77,
2300,761,2023-12-01,0,6.7,
2301,571,2023-12-01,3,7.47,
2302,1616,2023-12-01,5,8.37,
2303,2397,2023-12-01,2,5.35,
2304,845,2023-12-01,8,5.66,
2305,510,2023-12-01,7,7.98,
2306,567,2023-12-01,2,6.59,
2307,1540,2023-12-01,1,5.13,
2308,1371,2023-12-01,6,8.17,
2309,1021,2023-12-01,1,7.69,
2310,238,2023-12-01,9,6.24,
2311,1236,2023-12-01,0,8.46,
2312,614,2023-12-01,10,8.69,
2313,54,2023-12-01,10,8.05,
2314,1985,2023-12-01,0,7.81,
2315,2886,2023-12-01,8,6.88,
2316,1714,2023-12-01,8,5.65,
2317,2939,2023-12-01,9,8.7,
2318,163,2023-12-01,6,5.45,
2319,1643,2023-12-01,5,6.64,
2320,1661,2023-12-01,0,9.08,
2321,590,2023-12-01,8,5.99,
2322,2623,2023-12-01,6,9.29,
2323,2514,2023-12-01,7,7.5,
2324,778,2023-12-01,9,5.02,
2325,1808,2023-12-01,3,7.19,
2326,2723,2023-12-01,8,7.38,
2327,2540,2023-12-01,9,5.64,
2328,2634,2023-12-01,3,5.65,
2329,17,2023-12-01,10,6.99,
2330,870,2023-12-01,9,8.56,
2331,850,2023-12-01,5,8.0,Desmotivação observada
2332,2822,2023-12-01,2,5.94,
2333,2929,2023-12-01,0,8.64,
2334,2520,2023-12-01,7,6.37,
2335,1226,2023-12-01,0,8.66,
2336,923,2023-12-01,8,7.34,
2337,1756,2023-12-01,4,7.53,
2338,2578,2023-12-01,3,6.36,
2339,2749,2023-12-01,2,8.41,
2340,574,2023-12-01,4,7.23,
2341,526,2023-12-01,3,9.01,
2342,22,2023-12-01,8,5.8,
2343,2420,2023-12-01,10,5.2,
2344,2583,2023-12-01,5,5.95,
2345,1125,2023-12-01,3,8.07,
2346,2497,2023-12-01,1,8.55,
2347,1952,2023-12-01,7,7.1,
2348,2186,2023-12-01,4,8.49,
2349,2977,2023-12-01,10,5.26,
2350,2498,2023-12-01,0,9.5,
2351,2774,2023-12-01,2,7.04,
2352,2480,2023-12-01,6,8.02,
2353,83,2023-12-01,8,7.39,
2354,1555,2023-12-01,7,8.72,
2355,1552,2023-12-01,2,5.88,
2356,1507,2023-12-01,5,7.75,
2357,1833,2023-12-01,8,7.5,
2358,623,2023-12-01,3,9.07,
2359,1152,2023-12-01,3,5.12,
2360,2709,2023-12-01,6,7.91,
2361,1592,2023-12-01,8,5.57,
2362,1072,2023-12-01,5,8.52,
2363,1725,2023-12-01,5,8.39,
2364,2876,2023-12-01,2,7.76,Desmotivação observada
2365,1882,2023-12-01,1,8.16,
2366,1981,2023-12-01,7,5.86,
2367,328,2023-12-01,0,9.5,
2368,2041,2023-12-01,8,6.73,
2369,524,2023-12-01,9,6.18,
2370,2574,2023-12-01,3,5.64,
2371,2365,2023-12-01,0,7.26,Isolamento da equipe
2372,2525,2023-12-01,1,8.2,
2373,2141,2023-12-01,3,7.17,
2374,920,2023-12-01,9,6.25,
2375,1262,2023-12-01,10,6.44,
2376,2611,2023-12-01,1,5.93,
2377,1522,2023-12-01,0,7.18,
2378,113,2023-12-01,6,8.7,
2379,2232,2023-12-01,10,9.06,
2380,1819,2023-12-01,7,6.07,
2381,84,2023-12-01,2,5.22,
2382,2698,2023-12-01,1,5.64,
2383,2007,2023-12-01,2,7.69,
2384,167,2023-12-01,4,8.37,
2385,2409,2023-12-01,8,8.59,
2386,2280,2023-12-01,9,6.61,
2387,1263,2023-12-01,5,7.65,Isolamento da equipe
2388,2053,2023-12-01,7,5.17,
2389,312,2023-12-01,4,9.03,
2390,2563,2023-12-01,8,8.59,Baixa participação em reuniões
2391,2174,2023-12-01,2,6.65,
