ID,Funcionario_ID,Data_Desligamento,Tipo_Turnover,Area,Tempo_Casa_Dias,Custo_Desligamento,Risco_Rotatividade
405,2641,2024-11-26,Voluntário,Vendas,192,24228.82,81.27
406,2643,2024-12-31,Voluntário,Comercial,497,24396.11,97.53
407,2647,2024-07-06,Involuntário,Produto,165,17106.03,60.45
408,2657,2024-11-03,Voluntário,Gente & Gestão,213,48822.68,26.31
409,2661,2024-01-20,Voluntário,Tecnologia,330,33346.99,99.69
410,2662,2024-08-13,Voluntário,Marketing,357,43308.78,44.73
411,2678,2024-11-28,Voluntário,Gente & Gestão,38,4222.67,5.55
412,2682,2024-03-12,Involuntário,Comercial,652,11134.19,36.99
413,2685,2024-09-18,Voluntário,Inovação,354,25636.42,28.06
414,2688,2023-02-19,Involuntário,Gente & Gestão,357,34129.27,79.89
415,2692,2023-06-25,Involuntário,Financeiro,498,15808.44,88.43
416,2711,2024-09-16,Involuntário,Inovação,643,26611.22,62.91
417,2714,2023-09-09,Involuntário,Atendimento,27,22218.14,84.29
418,2718,2023-12-24,Voluntário,Inovação,279,16776.2,0.56
419,2727,2024-10-07,Involuntário,Gente & Gestão,7,12972.61,29.29
420,2730,2024-05-05,Involuntário,Marketing,212,19025.54,38.5
421,2743,2024-11-04,Involuntário,Inovação,811,30004.96,44.07
422,2746,2023-05-16,Involuntário,Financeiro,175,8496.71,55.16
423,2747,2024-09-21,Involuntário,Suporte,620,12426.02,31.63
424,2748,2024-03-17,Involuntário,Gente & Gestão,217,37856.32,69.67
425,2754,2024-08-25,Voluntário,Vendas,170,7513.72,17.06
426,2762,2024-03-28,Voluntário,Inovação,55,9774.98,65.79
427,2792,2024-05-02,Voluntário,Comercial,31,9116.39,60.17
428,2796,2024-07-13,Involuntário,Gente & Gestão,79,5669.83,86.8
429,2799,2022-06-17,Voluntário,Financeiro,145,15254.1,68.38
430,2816,2023-10-08,Voluntário,Vendas,493,27747.93,72.17
431,2821,2024-09-23,Voluntário,Suporte,199,45510.33,10.15
432,2822,2022-04-27,Voluntário,Vendas,41,46497.11,15.63
433,2840,2024-07-07,Involuntário,Comercial,64,18894.77,16.22
434,2841,2024-01-04,Voluntário,Vendas,315,7890.89,92.06
435,2849,2023-08-02,Involuntário,Qualidade,285,15051.1,94.84
436,2851,2024-05-24,Voluntário,Inovação,518,19751.37,30.83
437,2863,2024-11-04,Involuntário,Comercial,278,29016.01,86.68
438,2870,2023-07-29,Voluntário,Vendas,248,17659.34,74.59
439,2871,2024-11-14,Involuntário,Tecnologia,349,26655.09,81.7
440,2893,2023-12-28,Voluntário,Financeiro,161,25271.24,97.91
441,2894,2022-08-06,Voluntário,Marketing,190,19206.0,97.14
442,2901,2024-12-20,Voluntário,Operações,74,1754.34,66.05
443,2910,2024-10-21,Involuntário,Atendimento,99,31357.59,89.7
444,2913,2023-09-13,Voluntário,Gente & Gestão,241,16593.19,74.88
445,2921,2024-06-07,Voluntário,Comercial,287,30684.49,1.83
446,2926,2024-05-01,Voluntário,Atendimento,245,24780.33,67.36
447,2930,2024-09-21,Voluntário,Gente & Gestão,123,14144.85,92.52
448,2936,2024-08-19,Voluntário,Atendimento,232,10563.23,14.8
449,2947,2023-10-15,Voluntário,Inovação,58,30733.8,42.35
450,2957,2024-11-25,Voluntário,Produto,434,17731.18,80.67
451,2966,2024-02-26,Voluntário,Marketing,443,47987.22,69.21
452,2967,2024-06-02,Voluntário,Suporte,21,37139.63,16.37
453,2969,2023-12-25,Involuntário,Marketing,260,28201.31,21.06
454,2971,2024-12-06,Voluntário,Comercial,115,34498.62,84.68
455,2974,2024-12-13,Voluntário,Inovação,68,27130.4,31.86
456,2976,2024-08-02,Involuntário,Comercial,30,20299.32,73.37
457,2981,2023-12-31,Voluntário,Vendas,218,34535.04,82.42
458,2984,2024-06-16,Voluntário,Suporte,852,38821.05,78.51
459,2989,2024-05-28,Voluntário,Gente & Gestão,489,57657.18,27.17
460,2998,2023-04-15,Voluntário,Operações,364,31033.78,92.52
461,2999,2024-05-27,Voluntário,Comercial,70,49818.4,69.72
462,1474,,,Operações,369,0.0,43.95
463,2725,,,Comercial,289,0.0,36.64
464,1980,,,Atendimento,37,0.0,22.33
465,1255,,,Comercial,426,0.0,70.98
466,2293,,,Comercial,355,0.0,60.49
467,1828,,,Marketing,276,0.0,40.85
468,2175,,,Operações,332,0.0,28.59
469,329,,,Atendimento,50,0.0,84.57
470,2406,,,Marketing,111,0.0,51.89
471,175,,,Produto,35,0.0,80.7
472,1233,,,Inovação,141,0.0,37.49
473,1020,,,Comercial,11,0.0,67.62
474,692,,,Suporte,727,0.0,63.49
475,522,,,Suporte,31,0.0,45.37
476,2708,,,Comercial,771,0.0,63.75
477,210,,,Operações,54,0.0,35.73
478,2996,,,Operações,87,0.0,64.84
479,2117,,,Produto,48,0.0,20.21
480,799,,,Qualidade,171,0.0,21.72
481,2061,,,Qualidade,73,0.0,78.4
482,808,,,Atendimento,488,0.0,34.03
483,311,,,Produto,6,0.0,64.58
484,1873,,,Comercial,165,0.0,50.58
485,2660,,,Tecnologia,482,0.0,28.5
486,777,,,Operações,81,0.0,65.94
487,1365,,,Qualidade,10,0.0,50.86
488,2071,,,Operações,586,0.0,41.25
489,2702,,,Produto,520,0.0,77.25
490,449,,,Qualidade,510,0.0,23.91
491,2255,,,Inovação,143,0.0,57.77
492,2856,,,Produto,280,0.0,74.7
493,1179,,,Gente & Gestão,222,0.0,30.24
494,2648,,,Suporte,903,0.0,61.93
495,271,,,Tecnologia,219,0.0,73.1
496,516,,,Marketing,12,0.0,35.26
497,1140,,,Marketing,217,0.0,72.71
498,764,,,Comercial,554,0.0,22.02
499,299,,,Produto,652,0.0,32.18
500,145,,,Operações,476,0.0,48.29
501,550,,,Inovação,113,0.0,39.91
502,1294,,,Financeiro,70,0.0,31.21
503,1161,,,Operações,308,0.0,82.56
504,786,,,Produto,74,0.0,32.78
505,713,,,Comercial,185,0.0,23.0
506,909,,,Vendas,247,0.0,59.21
507,517,,,Qualidade,204,0.0,72.13
508,264,,,Operações,443,0.0,43.07
509,267,,,Tecnologia,490,0.0,52.22
510,2548,,,Atendimento,120,0.0,64.25
511,2283,,,Vendas,263,0.0,29.07
512,1669,,,Inovação,126,0.0,26.9
513,792,,,Comercial,295,0.0,56.68
514,610,,,Operações,67,0.0,58.12
515,999,,,Financeiro,200,0.0,32.55
516,2676,,,Atendimento,439,0.0,57.83
517,277,,,Suporte,1,0.0,75.54
518,2991,,,Financeiro,44,0.0,50.6
519,2874,,,Qualidade,45,0.0,42.3
520,263,,,Tecnologia,91,0.0,42.38
521,1550,,,Suporte,102,0.0,45.23
522,22,,,Marketing,76,0.0,42.66
523,328,,,Operações,628,0.0,50.97
524,2902,,,Gente & Gestão,32,0.0,51.22
525,1929,,,Gente & Gestão,522,0.0,29.23
526,2598,,,Qualidade,55,0.0,51.09
527,2778,,,Operações,24,0.0,21.37
528,2185,,,Inovação,65,0.0,32.78
529,1666,,,Vendas,316,0.0,73.61
530,2409,,,Financeiro,594,0.0,21.19
531,546,,,Inovação,107,0.0,81.55
532,898,,,Tecnologia,492,0.0,39.48
533,96,,,Comercial,183,0.0,74.03
534,639,,,Comercial,443,0.0,57.32
535,549,,,Operações,23,0.0,69.26
536,775,,,Operações,143,0.0,60.53
537,180,,,Gente & Gestão,101,0.0,55.89
538,297,,,Atendimento,93,0.0,65.29
539,1607,,,Atendimento,345,0.0,57.52
540,340,,,Gente & Gestão,181,0.0,79.0
541,1008,,,Vendas,157,0.0,27.66
542,2777,,,Tecnologia,661,0.0,65.13
543,2888,,,Qualidade,587,0.0,75.06
544,2436,,,Inovação,108,0.0,78.57
545,507,,,Operações,41,0.0,36.07
546,818,,,Produto,110,0.0,55.26
547,138,,,Suporte,567,0.0,50.04
548,2116,,,Vendas,614,0.0,78.87
549,2916,,,Suporte,135,0.0,48.25
550,2820,,,Suporte,183,0.0,58.36
551,1035,,,Financeiro,50,0.0,83.52
552,974,,,Operações,335,0.0,29.43
553,2729,,,Qualidade,194,0.0,73.72
554,1852,,,Comercial,61,0.0,84.53
555,1595,,,Atendimento,618,0.0,81.88
556,53,,,Financeiro,222,0.0,64.2
557,1242,,,Tecnologia,331,0.0,57.68
558,969,,,Suporte,79,0.0,34.09
559,789,,,Atendimento,38,0.0,73.76
560,1754,,,Marketing,286,0.0,63.92
561,1684,,,Comercial,494,0.0,43.22
562,864,,,Produto,442,0.0,63.94
563,1368,,,Produto,454,0.0,84.84
564,503,,,Produto,21,0.0,54.44
565,672,,,Qualidade,308,0.0,45.02
566,2208,,,Suporte,243,0.0,66.77
567,634,,,Gente & Gestão,62,0.0,39.92
568,103,,,Atendimento,333,0.0,23.49
569,1499,,,Suporte,250,0.0,20.63
570,114,,,Inovação,184,0.0,76.82
571,1968,,,Vendas,487,0.0,71.37
572,2205,,,Qualidade,701,0.0,71.54
573,1536,,,Financeiro,465,0.0,57.4
574,493,,,Inovação,77,0.0,46.07
575,1167,,,Tecnologia,184,0.0,23.03
576,2895,,,Produto,431,0.0,41.45
577,700,,,Vendas,203,0.0,30.27
578,1194,,,Financeiro,455,0.0,60.13
579,1900,,,Marketing,150,0.0,38.06
580,1351,,,Atendimento,626,0.0,63.91
581,5,,,Qualidade,524,0.0,36.0
582,2691,,,Qualidade,120,0.0,29.33
583,1173,,,Marketing,572,0.0,66.72
584,224,,,Qualidade,500,0.0,58.3
585,1783,,,Qualidade,31,0.0,67.7
586,811,,,Produto,682,0.0,54.22
587,1068,,,Produto,550,0.0,75.94
588,1846,,,Suporte,82,0.0,72.09
589,1100,,,Inovação,270,0.0,82.89
590,1939,,,Qualidade,454,0.0,30.77
591,148,,,Tecnologia,250,0.0,51.21
592,1691,,,Qualidade,510,0.0,71.25
593,1509,,,Suporte,393,0.0,79.76
594,82,,,Marketing,86,0.0,23.38
595,893,,,Comercial,37,0.0,48.8
596,1990,,,Inovação,181,0.0,76.68
597,781,,,Suporte,804,0.0,30.75
598,457,,,Suporte,387,0.0,76.3
599,1147,,,Financeiro,407,0.0,44.76
600,2852,,,Tecnologia,188,0.0,74.27
601,2956,,,Marketing,5,0.0,26.52
602,2399,,,Vendas,325,0.0,51.6
603,543,,,Financeiro,77,0.0,63.27
604,2290,,,Produto,52,0.0,29.15
605,1766,,,Atendimento,293,0.0,21.31
606,1208,,,Inovação,40,0.0,65.78
607,2443,,,Atendimento,5,0.0,49.91
608,338,,,Vendas,105,0.0,56.84
609,1060,,,Tecnologia,69,0.0,58.68
610,1495,,,Suporte,144,0.0,36.21
611,191,,,Marketing,128,0.0,49.67
612,2274,,,Marketing,185,0.0,47.45
613,1145,,,Comercial,57,0.0,54.39
614,2713,,,Inovação,103,0.0,38.92
615,2846,,,Qualidade,203,0.0,34.43
616,1413,,,Comercial,92,0.0,40.66
617,2144,,,Gente & Gestão,21,0.0,57.86
618,108,,,Marketing,12,0.0,33.59
619,1131,,,Operações,65,0.0,63.01
620,1442,,,Qualidade,32,0.0,77.35
621,67,,,Produto,93,0.0,41.01
622,2733,,,Gente & Gestão,155,0.0,44.01
623,2539,,,Operações,454,0.0,74.82
624,924,,,Atendimento,47,0.0,72.82
625,745,,,Suporte,123,0.0,23.74
626,1541,,,Tecnologia,48,0.0,67.05
627,2368,,,Inovação,34,0.0,84.16
628,2088,,,Gente & Gestão,355,0.0,49.98
629,602,,,Marketing,391,0.0,26.0
630,2912,,,Produto,116,0.0,43.36
631,404,,,Inovação,29,0.0,72.12
632,1362,,,Operações,239,0.0,20.44
633,719,,,Marketing,107,0.0,65.87
634,1862,,,Produto,912,0.0,33.85
635,2734,,,Comercial,110,0.0,35.34
636,1859,,,Atendimento,153,0.0,51.27
637,1146,,,Gente & Gestão,325,0.0,62.83
638,1634,,,Vendas,171,0.0,74.69
639,374,,,Qualidade,896,0.0,20.37
640,293,,,Atendimento,339,0.0,77.27
641,1645,,,Comercial,38,0.0,56.77
642,2352,,,Inovação,848,0.0,30.17
643,494,,,Qualidade,847,0.0,71.93
644,821,,,Marketing,565,0.0,60.08
645,2642,,,Marketing,41,0.0,79.76
646,1590,,,Inovação,164,0.0,81.7
647,1789,,,Comercial,134,0.0,21.01
648,97,,,Marketing,1,0.0,47.04
649,1641,,,Tecnologia,14,0.0,54.07
650,1139,,,Tecnologia,172,0.0,37.55
651,2640,,,Produto,437,0.0,80.23
652,1657,,,Financeiro,55,0.0,31.12
653,1401,,,Operações,161,0.0,75.59
654,2238,,,Tecnologia,278,0.0,36.22
655,698,,,Gente & Gestão,278,0.0,66.92
656,1247,,,Produto,284,0.0,73.86
657,1959,,,Atendimento,86,0.0,24.17
658,736,,,Atendimento,64,0.0,84.6
659,60,,,Marketing,34,0.0,82.2
660,2897,,,Gente & Gestão,348,0.0,23.42
661,922,,,Inovação,324,0.0,68.51
